Transposon_Name	orientation_is_5prime	Transposon_min_Start	Transposon_max_End	Transposon_Family	Transposon_Super_Family
AT1TE53520	true	16254063	16254486	ATIS112A	DNA/Harbinger
AT1TE42170	false	12931862	12932284	ATMU10	DNA/MuDR
AT1TE63925	true	19283480	19284034	ATREP15	RC/Helitron
AT1TE68670	true	20795216	20795640	ATLINE1_6	LINE/L1
AT1TE36060	false	11153317	11156607	HELITRONY1C	RC/Helitron
AT1TE50370	false	15299720	15300273	ATREP18	DNA
AT1TE86155	true	26304924	26304985	HELITRONY1D	RC/Helitron
AT1TE40355	true	12406709	12410000	ATCOPIA60	LTR/Copia
AT1TE56960	true	17190199	17190286	HELITRONY1A	RC/Helitron
AT1TE44975	true	13725405	13725795	ATGP8	LTR/Gypsy
AT1TE87965	false	26880169	26880722	ATREP11	RC/Helitron
AT1TE56970	false	17193652	17194071	BRODYAGA2	DNA/MuDR
AT1TE53140	true	16138234	16138786	ATREP13	RC/Helitron
AT1TE57680	false	17410972	17411288	VANDAL3	DNA/MuDR
AT1TE70520	true	21359987	21360536	HELITRONY1D	RC/Helitron
AT1TE83485	true	25443997	25444427	HELITRONY1D	RC/Helitron
AT1TE96570	false	29523243	29523790	ATREP15	RC/Helitron
AT1TE66095	false	19995751	19996179	ATREP3	RC/Helitron
AT1TE65185	true	19724639	19725068	BRODYAGA1A	DNA/MuDR
AT1TE52865	true	16045335	16049209	ATHILA4	LTR/Gypsy
AT1TE27925	false	8650082	8650509	ATREP10C	RC/Helitron
AT1TE77060	false	23395719	23396266	HELITRON4	RC/Helitron
AT1TE02950	false	903047	903474	ATREP19	DNA
AT1TE53480	true	16246634	16247183	ATREP10A	RC/Helitron
AT1TE78225	true	23761092	23761522	ATREP4	RC/Helitron
AT1TE51920	true	15764452	15764882	ATDNAI27T9C	DNA/MuDR
AT1TE71400	false	21636862	21637408	HELITRONY1D	RC/Helitron
AT1TE62415	true	18817596	18818027	ATREP11	RC/Helitron
AT1TE32650	true	10123475	10123504	ATREP9	RC/Helitron
AT1TE63135	false	19053993	19054422	ATREP6	RC/Helitron
AT1TE76135	true	23097786	23097816	ATREP19	DNA
AT1TE71805	false	21755304	21755914	VANDAL1	DNA/MuDR
AT1TE45655	false	13908133	13908679	ATHPOGON1	DNA/Pogo
AT1TE64240	false	19391785	19395117	ATREP4	RC/Helitron
AT1TE30870	false	9582537	9582966	HELITRONY1A	RC/Helitron
AT1TE51980	true	15772546	15772974	HELITRON4	RC/Helitron
AT1TE57630	true	17404316	17404744	ATLANTYS3	LTR/Gypsy
AT1TE63530	true	19172430	19172980	ATHATN7	DNA/HAT
AT1TE61120	true	18442272	18442700	ATREP10D	RC/Helitron
AT1TE56700	false	17126246	17126795	ATREP4	RC/Helitron
AT1TE60550	true	18271032	18271443	ARNOLDY2	DNA/MuDR
AT1TE86545	false	26423350	26423776	ATTIR16T3A	DNA
AT1TE23275	false	7202132	7202162	TNAT1A	DNA
AT1TE41140	false	12614602	12615151	TNAT2A	DNA
AT1TE74615	false	22620537	22627023	ATREP3	RC/Helitron
AT1TE55835	true	16861616	16862168	ATREP10A	RC/Helitron
AT1TE81940	false	24945872	24946297	ATREP5	RC/Helitron
AT1TE70555	false	21374954	21375503	META1	LTR/Copia
AT1TE79935	false	24314647	24315196	HELITRONY3	RC/Helitron
AT1TE86150	true	26304496	26304923	BRODYAGA1	DNA/MuDR
AT1TE27915	true	8649242	8649670	ATHPOGON1	DNA/Pogo
AT1TE71795	false	21755190	21755255	VANDAL1N1	DNA/MuDR
AT1TE08055	false	2473099	2473306	ATREP2	RC/Helitron
AT1TE72405	false	21942746	21942788	BRODYAGA1A	DNA/MuDR
AT1TE42060	false	12905226	12905261	ATREP10D	RC/Helitron
AT1TE39760	false	12241281	12241384	ATREP4	RC/Helitron
AT1TE98930	false	30255812	30255948	ATREP4	RC/Helitron
AT1TE35325	false	10932149	10932697	TNAT1A	DNA
AT1TE77155	true	23431564	23431669	ATREP19	DNA
AT1TE41905	true	12872950	12876830	ATREP3	RC/Helitron
AT1TE46330	false	14109014	14112560	ATIS112A	DNA/Harbinger
AT1TE59195	true	17831152	17831580	TSCL	LINE?
AT1TE47765	true	14499494	14502836	ATHILA2	LTR/Gypsy
AT1TE58335	false	17574110	17574664	ATCOPIA95	LTR/Copia
AT1TE60655	false	18302639	18302688	HELITRONY3	RC/Helitron
AT1TE43685	false	13355833	13355890	ATREP9	RC/Helitron
AT1TE02195	true	677067	677162	ATREP4	RC/Helitron
AT1TE57125	false	17230042	17230457	HELITRONY3	RC/Helitron
AT1TE39855	false	12270220	12270780	ATHATN3A	DNA/HAT
AT1TE61940	false	18692626	18693040	ATENSPM1A	DNA/En-Spm
AT1TE98120	true	29999496	29999912	HELITRONY1A	RC/Helitron
AT1TE24160	false	7504605	7505040	ATREP3	RC/Helitron
AT1TE65895	false	19933104	19933518	ATIS112A	DNA/Harbinger
AT1TE51740	false	15715051	15715611	ATGP6	LTR/Gypsy
AT1TE81795	false	24897071	24897486	ATREP5	RC/Helitron
AT1TE41550	true	12745851	12746413	HELITRON4	RC/Helitron
AT1TE76905	false	23341880	23342295	ATN9_1	DNA/MuDR
AT1TE72440	true	21947012	21947094	ATREP6	RC/Helitron
AT1TE58245	false	17555712	17556047	ATREP5	RC/Helitron
AT1TE46160	true	14051943	14051977	ATDNA2T9C	DNA/MuDR
AT1TE76640	false	23251649	23252064	ATREP5	RC/Helitron
AT1TE31925	true	9904438	9905000	HELITRONY1D	RC/Helitron
AT1TE19095	true	5899869	5899901	ATTIRX1C	DNA
AT1TE19085	true	5898934	5899206	ATTIRX1C	DNA
AT1TE43545	false	13316393	13316808	ATCOPIA44	LTR/Copia
AT1TE43495	false	13305433	13305993	ATREP15	RC/Helitron
AT1TE63070	true	19035143	19035559	BRODYAGA1	DNA/MuDR
AT1TE28055	false	8691108	8691669	ATREP10A	RC/Helitron
AT1TE10870	false	3343131	3343466	HELITRONY1D	RC/Helitron
AT1TE54085	false	16412743	16413304	ATREP15	RC/Helitron
AT1TE55105	true	16701010	16701424	TAT1_ATH	LTR/Gypsy
AT1TE62225	true	18770604	18770635	BRODYAGA2	DNA/MuDR
AT1TE86715	false	26484183	26484595	HELITRONY3	RC/Helitron
AT1TE77095	true	23411218	23411783	ATREP11	RC/Helitron
AT1TE99370	false	30394246	30394658	HELITRONY1D	RC/Helitron
AT1TE33670	false	10421307	10421719	ATLINE1_2	LINE/L1
AT1TE79770	true	24256522	24256935	BRODYAGA1A	DNA/MuDR
AT1TE45855	false	13968111	13979022	ATLINE2	LINE/L1
AT1TE52855	true	16038519	16038907	ATHILA4B_LTR	LTR/Gypsy
AT1TE81730	false	24878318	24878880	HELITRONY1D	RC/Helitron
AT1TE54340	false	16474622	16475037	VANDAL3	DNA/MuDR
AT1TE67675	true	20490741	20491155	ATREP19	DNA
AT1TE02270	true	697387	697951	ATREP10D	RC/Helitron
AT1TE41900	false	12872823	12872949	ATREP10C	RC/Helitron
AT1TE20905	true	6450294	6450340	ATREP11	RC/Helitron
AT1TE49905	false	15201506	15201536	ATREP18	DNA
AT1TE01710	true	529161	529576	HELITRON4	RC/Helitron
AT1TE62930	true	18998541	18998955	ATHPOGON1	DNA/Pogo
AT1TE35530	true	11005736	11006300	ATTIR16T3A	DNA
AT1TE53030	false	16106231	16109971	ATHAT3	DNA/HAT
AT1TE73255	false	22182083	22182645	ATREP3	RC/Helitron
AT1TE41350	false	12674460	12684931	VANDAL16	DNA/MuDR
AT1TE40295	true	12387695	12388109	ARNOLD4	DNA/MuDR
AT1TE64925	true	19630233	19630260	BRODYAGA1A	DNA/MuDR
AT1TE41485	false	12731812	12732371	ATDNAI27T9B	DNA/MuDR
AT1TE45190	true	13796398	13796451	ATGP5	LTR/Gypsy
AT1TE14860	false	4580427	4580846	HELITRONY3	RC/Helitron
AT1TE03190	true	976644	977202	BRODYAGA2	DNA/MuDR
AT1TE38240	false	11803051	11803470	ATREP2A	RC/Helitron
AT1TE60610	true	18290176	18290199	HELITRONY1A	RC/Helitron
AT1TE69850	true	21130765	21131106	ATREP10B	RC/Helitron
AT1TE68045	false	20596924	20597342	BRODYAGA1A	DNA/MuDR
AT1TE18210	false	5634545	5635101	BRODYAGA2	DNA/MuDR
AT1TE03915	false	1201616	1202034	ATDNA2T9C	DNA/MuDR
AT1TE81690	true	24871534	24872092	ATHPOGON1	DNA/Pogo
AT1TE37770	false	11666452	11666871	BRODYAGA1A	DNA/MuDR
AT1TE92650	false	28310717	28311272	ATREP6	RC/Helitron
AT1TE17560	false	5437873	5438207	HELITRONY1D	RC/Helitron
AT1TE62970	true	19007006	19007427	BRODYAGA1A	DNA/MuDR
AT1TE47575	false	14451471	14451891	ATHILA4A	LTR/Gypsy
AT1TE67460	true	20427944	20428845	ATREP10B	RC/Helitron
AT1TE55800	false	16858045	16858518	ATREP10A	RC/Helitron
AT1TE83740	true	25527573	25527994	ATREP11	RC/Helitron
AT1TE78715	false	23925095	23925649	HELITRON3	RC/Helitron
AT1TE41070	true	12601415	12601836	HELITRON3	RC/Helitron
AT1TE54770	false	16613028	16616953	HELITRONY3	RC/Helitron
AT1TE33085	true	10240240	10240617	ATREP5	RC/Helitron
AT1TE62950	true	19001025	19001583	ATREP10B	RC/Helitron
AT1TE53495	false	16248690	16249108	ATHATN4	DNA/HAT
AT1TE83480	true	25443951	25443996	HELITRON4	RC/Helitron
AT1TE31760	true	9863642	9863860	HELITRONY1D	RC/Helitron
AT1TE41545	true	12742984	12743403	ATREP3	RC/Helitron
AT1TE41730	true	12810845	12811044	ATREP10D	RC/Helitron
AT1TE81155	true	24706345	24706764	ATREP1	RC/Helitron
AT1TE55680	true	16828790	16829209	ATREP4	RC/Helitron
AT1TE26270	true	8161413	8161974	ATREP3	RC/Helitron
AT1TE95910	true	29319211	29319629	ATHATN7	DNA/HAT
AT1TE70420	false	21318380	21318939	ATREP11	RC/Helitron
AT1TE80250	true	24428900	24429318	ATCOPIA49	LTR/Copia
AT1TE86795	false	26510665	26511224	ATREP2	RC/Helitron
AT1TE58600	false	17652365	17652923	ATREP4	RC/Helitron
AT1TE66685	false	20178419	20178834	ATREP15	RC/Helitron
AT1TE45035	true	13747238	13747657	ATENSPM6	DNA/En-Spm
AT1TE59180	false	17824800	17825358	ATHATN3A	DNA/HAT
AT1TE34305	true	10598622	10598763	ATREP13	RC/Helitron
AT1TE55245	false	16720954	16721511	ATREP15	RC/Helitron
AT1TE92410	true	28240635	28241055	ATREP19	DNA
AT1TE62820	false	18966109	18969386	ATLANTYS1	LTR/Gypsy
AT1TE54740	true	16601586	16602145	BRODYAGA2	DNA/MuDR
AT1TE78210	false	23757010	23757427	ATREP10A	RC/Helitron
AT1TE11950	true	3672593	3673012	VANDAL5	DNA/MuDR
AT1TE54435	false	16500852	16501097	HELITRONY1C	RC/Helitron
AT1TE45620	true	13902970	13903529	ATDNAI27T9B	DNA/MuDR
AT1TE37070	true	11455750	11456169	ARNOLD4	DNA/MuDR
AT1TE39870	false	12272454	12272977	ATREP11	RC/Helitron
AT1TE44690	false	13650502	13654369	ATHILA2	LTR/Gypsy
AT1TE51975	false	15772103	15772532	ATENSPM4	DNA/En-Spm
AT1TE74630	true	22627024	22627134	BRODYAGA1A	DNA/MuDR
AT1TE45410	true	13849634	13850166	VANDAL5A	DNA/MuDR
AT1TE47320	false	14383425	14383837	ATHILA2	LTR/Gypsy
AT1TE01395	false	431474	431916	SIMPLEGUY1	DNA/Harbinger
AT1TE53105	false	16124703	16125144	SIMPLEHAT2	DNA/HAT
AT1TE58240	false	17555180	17555711	ATREP1	RC/Helitron
AT1TE58620	true	17656305	17656748	TNAT1A	DNA
AT1TE55830	true	16861344	16861615	ATREP3	RC/Helitron
AT1TE30895	false	9587250	9587684	ATREP7	RC/Helitron
AT1TE64340	false	19426504	19427034	TNAT2A	DNA
AT1TE76360	true	23165464	23165908	HELITRONY1D	RC/Helitron
AT1TE94730	false	28964188	28964630	ATCOPIA61	LTR/Copia
AT1TE01665	false	512693	513136	ATMU3N1	DNA/MuDR
AT1TE44420	false	13570069	13570521	ATREP10B	RC/Helitron
AT1TE23270	false	7201688	7202131	TNAT1A	DNA
AT1TE51905	false	15762275	15762925	ATENSPM1A	DNA/En-Spm
AT1TE48220	false	14661763	14662282	ATHILA4B_LTR	LTR/Gypsy
AT1TE35815	false	11088817	11088840	HELITRONY1D	RC/Helitron
AT1TE16370	false	5058197	5058727	HELITRON4	RC/Helitron
AT1TE68120	true	20622392	20622836	ATMU3N1	DNA/MuDR
AT1TE16260	true	5022763	5023295	HELITRONY3	RC/Helitron
AT1TE37990	true	11725072	11725515	ATREP3	RC/Helitron
AT1TE23190	true	7173967	7174501	ATREP19	DNA
AT1TE81610	false	24847153	24847594	HELITRONY1B	RC/Helitron
AT1TE70665	false	21402969	21403099	HELITRONY1D	RC/Helitron
AT1TE46070	true	14024148	14024216	ATGP3	LTR/Gypsy
AT1TE40260	true	12372766	12373301	ARNOLDY1	DNA/MuDR
AT1TE21350	false	6587076	6587127	ATREP10B	RC/Helitron
AT1TE07620	false	2335043	2335717	ATREP3	RC/Helitron
AT1TE21310	true	6574510	6575045	ATN9_1	DNA/MuDR
AT1TE38565	false	11910245	11910685	ATREP10D	RC/Helitron
AT1TE54365	true	16477164	16477700	ATHPOGO	DNA/Pogo
AT1TE84665	true	25828490	25828932	ATREP5	RC/Helitron
AT1TE63235	true	19084511	19084553	HELITRONY1D	RC/Helitron
AT1TE55190	true	16711509	16712044	HELITRONY3	RC/Helitron
AT1TE81050	false	24676038	24676567	ATDNA2T9C	DNA/MuDR
AT1TE94220	false	28798833	28799273	ATHPOGON1	DNA/Pogo
AT1TE26705	true	8288212	8288747	HELITRONY3	RC/Helitron
AT1TE39165	true	12084209	12084743	ATREP8	RC/Helitron
AT1TE42160	false	12930622	12931063	ATREP19	DNA
AT1TE82840	false	25245301	25245742	HELITRONY1D	RC/Helitron
AT1TE55490	false	16789446	16789497	ATREP9	RC/Helitron
AT1TE32270	true	10007530	10008021	ATLINE1_5	LINE/L1
AT1TE92155	false	28160594	28160616	ATREP3	RC/Helitron
AT1TE41895	false	12872492	12872822	ATREP4	RC/Helitron
AT1TE55495	false	16789498	16789887	HELITRONY1D	RC/Helitron
AT1TE92860	false	28382378	28382819	ARNOLD2	DNA/MuDR
AT1TE78500	true	23855765	23856207	ATREP4	RC/Helitron
AT1TE56595	false	17104170	17104396	ATREP10D	RC/Helitron
AT1TE15190	false	4689801	4690244	BRODYAGA1A	DNA/MuDR
AT1TE08510	false	2611952	2612481	BRODYAGA1A	DNA/MuDR
AT1TE57070	true	17216535	17217243	ATHAT1	DNA/HAT
AT1TE28680	true	8883663	8884111	HELITRONY1D	RC/Helitron
AT1TE63810	false	19251884	19252408	ATDNA12T3_2	DNA
AT1TE42655	false	13063323	13063769	ATREP10D	RC/Helitron
AT1TE91155	true	27855574	27855619	ATREP15	RC/Helitron
AT1TE72995	true	22108381	22108908	VANDAL18NB	DNA/MuDR
AT1TE75085	false	22777742	22778187	BRODYAGA1A	DNA/MuDR
AT1TE58425	true	17602917	17603444	ATREP4	RC/Helitron
AT1TE64350	false	19428403	19428848	ATIS112A	DNA/Harbinger
AT1TE90085	true	27531435	27531540	VANDAL17	DNA/MuDR
AT1TE73015	true	22112754	22113280	ATHPOGON2	DNA/Pogo
AT1TE74300	false	22522919	22523365	BRODYAGA1A	DNA/MuDR
AT1TE51630	true	15674644	15674664	HELITRON1	RC/Helitron
AT1TE78170	false	23745530	23745978	ATREP3	RC/Helitron
AT1TE88535	true	27059871	27060396	HELITRONY3	RC/Helitron
AT1TE81785	false	24893995	24894518	BRODYAGA1A	DNA/MuDR
AT1TE25640	false	7968913	7969360	ATREP11	RC/Helitron
AT1TE34290	false	10597131	10597340	ATREP3	RC/Helitron
AT1TE82645	true	25182026	25182552	ATREP10D	RC/Helitron
AT1TE58190	false	17551067	17551125	BRODYAGA1	DNA/MuDR
AT1TE52985	false	16094142	16097900	ATHILA0_I	LTR/Gypsy
AT1TE71055	true	21531944	21532391	HELITRONY1B	RC/Helitron
AT1TE56430	false	17050126	17050571	BRODYAGA2	DNA/MuDR
AT1TE52965	true	16089996	16090523	ATHILA4	LTR/Gypsy
AT1TE47550	true	14432223	14442952	ATHILA2	LTR/Gypsy
AT1TE37690	false	11645648	11646176	HELITRONY1B	RC/Helitron
AT1TE55520	true	16791277	16791723	ATLINE1A	LINE/L1
AT1TE82540	false	25138320	25138847	ATREP4	RC/Helitron
AT1TE69695	true	21102716	21103162	HELITRONY3	RC/Helitron
AT1TE57795	false	17439705	17439899	HELITRONY3	RC/Helitron
AT1TE73540	false	22272407	22272850	ATREP1	RC/Helitron
AT1TE80435	true	24488975	24489420	ATHPOGON1	DNA/Pogo
AT1TE80770	false	24593076	24593605	ATREP13	RC/Helitron
AT1TE55915	false	16884466	16884909	BRODYAGA1A	DNA/MuDR
AT1TE39560	true	12186337	12186783	ATREP6	RC/Helitron
AT1TE13690	false	4209164	4209607	ATMU3N1	DNA/MuDR
AT1TE42250	false	12959522	12959966	ATGP8	LTR/Gypsy
AT1TE35900	true	11111658	11112104	ATLINE1_3A	LINE/L1
AT1TE54725	false	16600132	16600658	ATIS112A	DNA/Harbinger
AT1TE39545	false	12185143	12185281	ATREP5	RC/Helitron
AT1TE25035	true	7787596	7787625	BRODYAGA2	DNA/MuDR
AT1TE20900	false	6449849	6450293	BRODYAGA1A	DNA/MuDR
AT1TE06460	false	1974796	1974853	HELITRONY1C	RC/Helitron
AT1TE34335	true	10610361	10614006	ATCOPIA26	LTR/Copia
AT1TE72365	false	21929509	21930036	ATTIR16T3A	DNA
AT1TE35620	true	11027751	11027971	ATHPOGON1	DNA/Pogo
AT1TE80320	true	24454752	24455281	ATLINE1_1	LINE/L1
AT1TE09295	false	2866496	2866523	ATREP3	RC/Helitron
AT1TE37605	true	11617534	11617702	ATREP15	RC/Helitron
AT1TE47660	true	14470211	14470653	ATCOPIA69	LTR/Copia
AT1TE50935	false	15430653	15431406	ATREP18	DNA
AT1TE70625	false	21391811	21392244	ATREP4	RC/Helitron
AT1TE45995	true	14007337	14007772	ATCOPIA13	LTR/Copia
AT1TE55645	true	16822306	16822848	ATREP10D	RC/Helitron
AT1TE76975	false	23364065	23364145	ATREP4	RC/Helitron
AT1TE48665	true	14816079	14816620	ATHILA6A	LTR/Gypsy
AT1TE42545	false	13036722	13036816	TNAT1A	DNA
AT1TE43425	false	13295197	13295373	ATHILA4A	LTR/Gypsy
AT1TE64380	false	19440611	19441151	ATREP10D	RC/Helitron
AT1TE43280	false	13241301	13241322	ARNOLDY1	DNA/MuDR
AT1TE48905	true	14923606	14926963	ATHILA2	LTR/Gypsy
AT1TE42840	false	13114835	13115375	BRODYAGA1	DNA/MuDR
AT1TE56050	false	16929535	16929969	HELITRONY1A	RC/Helitron
AT1TE61150	false	18450394	18450576	ATREP11	RC/Helitron
AT1TE46685	true	14226701	14230059	ATHILA2	LTR/Gypsy
AT1TE97350	false	29761175	29761713	ATENSPM8	DNA/En-Spm
AT1TE30510	false	9462957	9463496	ARNOLDY2	DNA/MuDR
AT1TE61560	false	18579417	18579496	TAG1	DNA/HAT
AT1TE07750	false	2374980	2375519	HELITRONY1D	RC/Helitron
AT1TE71445	false	21651288	21651722	ATREP1	RC/Helitron
AT1TE55635	false	16820878	16820978	BRODYAGA2	DNA/MuDR
AT1TE31935	true	9909363	9909762	ATCOPIA95	LTR/Copia
AT1TE58655	false	17666251	17666684	BRODYAGA2	DNA/MuDR
AT1TE51785	true	15729565	15729926	BRODYAGA1	DNA/MuDR
AT1TE06465	true	1974854	1975397	ATREP5	RC/Helitron
AT1TE55670	true	16824110	16827463	ATREP3	RC/Helitron
AT1TE16330	false	5045304	5045665	ATREP11A	RC/Helitron
AT1TE44445	false	13573280	13573424	HELITRONY3	RC/Helitron
AT1TE13640	false	4193926	4194357	ATREP19	DNA
AT1TE54285	false	16458646	16459076	ATDNAI27T9C	DNA/MuDR
AT1TE66775	false	20206080	20206505	ATREP3	RC/Helitron
AT1TE50360	false	15297327	15297360	ATREP18	DNA
AT1TE61735	true	18626814	18627361	ATHPOGON1	DNA/Pogo
AT1TE22330	false	6910344	6910774	HELITRONY1B	RC/Helitron
AT1TE95255	true	29125354	29125901	ATHPOGON1	DNA/Pogo
AT1TE95895	true	29313050	29313596	HELITRONY1D	RC/Helitron
AT1TE40590	true	12469067	12469123	ATREP10C	RC/Helitron
AT1TE62330	false	18804090	18804521	ATREP1	RC/Helitron
AT1TE60385	true	18226842	18227275	HELITRONY1A	RC/Helitron
AT1TE35320	false	10932104	10932148	TNAT1A	DNA
AT1TE47460	true	14405374	14405808	ATCOPIA69	LTR/Copia
AT1TE64920	false	19627643	19627694	ATREP10C	RC/Helitron
AT1TE47240	true	14359721	14360155	ATCOPIA69	LTR/Copia
AT1TE46475	false	14151222	14151753	ATLINE1A	LINE/L1
AT1TE37980	false	11722436	11722543	HELITRONY3	RC/Helitron
AT1TE56525	false	17082532	17082963	HELITRONY1D	RC/Helitron
AT1TE09470	false	2916187	2916730	HELITRONY1B	RC/Helitron
AT1TE62935	true	18999514	18999947	ATREP1	RC/Helitron
AT1TE77015	true	23379144	23379689	HELITRONY3A	RC/Helitron
AT1TE49170	false	15009557	15009586	HELITRONY3A	RC/Helitron
AT1TE40280	false	12380648	12381184	ATHATN10	DNA/HAT
AT1TE54480	false	16509815	16528903	ATHILA5	LTR/Gypsy
AT1TE67070	true	20297456	20297895	HELITRONY3	RC/Helitron
AT1TE71325	false	21614849	21615287	ATREP10D	RC/Helitron
AT1TE46720	true	14237009	14237028	ATHILA2	LTR/Gypsy
AT1TE98800	true	30220572	30221478	HELITRONY3	RC/Helitron
AT1TE51880	true	15760244	15761056	ATHILA4A	LTR/Gypsy
AT1TE18810	false	5819555	5820091	HELITRONY1E	RC/Helitron
AT1TE57015	true	17201388	17202175	ATCOPIA78	LTR/Copia
AT1TE65785	true	19901540	19902369	ATREP15	RC/Helitron
AT1TE34520	true	10676908	10677073	ATREP15	RC/Helitron
AT1TE79815	true	24275589	24275609	ATCOPIA11	LTR/Copia
AT1TE37265	false	11517917	11521322	ATLANTYS2	LTR/Gypsy
AT1TE57395	false	17317734	17318172	ATREP11	RC/Helitron
AT1TE52020	true	15795676	15799513	ARNOLD2	DNA/MuDR
AT1TE45795	false	13947033	13950715	ATGP2	LTR/Gypsy
AT1TE75580	false	22931684	22932520	HELITRON1	RC/Helitron
AT1TE81575	true	24834869	24835310	ATREP19	DNA
AT1TE96390	false	29465027	29465465	BRODYAGA1A	DNA/MuDR
AT1TE43705	false	13360592	13361126	ATHATN3	DNA/HAT
AT1TE75460	false	22894514	22894570	ATREP9	RC/Helitron
AT1TE54345	false	16475235	16475348	VANDAL3	DNA/MuDR
AT1TE37910	false	11704458	11704896	VANDAL3	DNA/MuDR
AT1TE56755	false	17138872	17139408	BRODYAGA1	DNA/MuDR
AT1TE56745	false	17137127	17137663	BRODYAGA1	DNA/MuDR
AT1TE52190	false	15856540	15857196	ATREP10D	RC/Helitron
AT1TE44775	true	13682262	13682800	ATLANTYS1	LTR/Gypsy
AT1TE57240	true	17269523	17269961	ATREP10A	RC/Helitron
AT1TE41250	true	12633186	12633406	ATREP3	RC/Helitron
AT1TE13960	false	4292790	4293327	HELITRONY3	RC/Helitron
AT1TE74670	true	22637088	22637627	HELITRONY1B	RC/Helitron
AT1TE31880	false	9893696	9894132	ATREP6	RC/Helitron
AT1TE52595	false	15958807	15959344	VANDAL3	DNA/MuDR
AT1TE41380	false	12691381	12691420	BRODYAGA1A	DNA/MuDR
AT1TE56770	true	17141151	17141239	BRODYAGA1A	DNA/MuDR
AT1TE59675	false	17979424	17979528	HELITRONY3	RC/Helitron
AT1TE35825	false	11089309	11089361	ATREP19	DNA
AT1TE39210	true	12096750	12097187	HELITRONY1D	RC/Helitron
AT1TE69480	true	21041483	21041921	ARNOLDY2	DNA/MuDR
AT1TE53545	true	16259819	16260357	ATREP5	RC/Helitron
AT1TE34120	true	10554052	10554478	ATREP4	RC/Helitron
AT1TE43880	false	13417658	13421489	ATMU11	DNA/MuDR
AT1TE84340	true	25723790	25724229	ATCOPIA11	LTR/Copia
AT1TE86120	true	26293272	26293710	ATDNA2T9C	DNA/MuDR
AT1TE96750	true	29578071	29578609	HELITRON3	RC/Helitron
AT1TE46385	false	14121720	14125084	ATHILA2	LTR/Gypsy
AT1TE51235	false	15560685	15569184	ATHILA	LTR/Gypsy
AT1TE62530	false	18873930	18874466	ATLANTYS3	LTR/Gypsy
AT1TE11530	false	3544313	3544749	BRODYAGA1A	DNA/MuDR
AT1TE63560	false	19180204	19180740	HELITRONY1D	RC/Helitron
AT1TE44605	true	13617797	13623173	TA11	LINE/L1
AT1TE20840	true	6429617	6430111	ATMU6N1	DNA/MuDR
AT1TE41750	true	12826808	12827497	VANDAL4	DNA/MuDR
AT1TE58075	true	17520595	17525126	ATCOPIA38A	LTR/Copia
AT1TE43790	false	13394348	13394649	ATLINE1_6	LINE/L1
AT1TE35950	true	11125041	11125699	HELITRONY3	RC/Helitron
AT1TE59280	false	17861020	17861356	ATLINE1_3A	LINE/L1
AT1TE35105	false	10867089	10867731	ATREP13	RC/Helitron
AT1TE78020	false	23694928	23695598	ATREP15	RC/Helitron
AT1TE46485	true	14152940	14153264	ATDNA12T3_2	DNA
AT1TE41315	true	12653040	12653378	TSCL	LINE?
AT1TE49675	true	15139696	15142452	ATENSPM6	DNA/En-Spm
AT1TE25125	true	7812082	7812396	ATREP10A	RC/Helitron
AT1TE76115	false	23094708	23095031	HELITRONY2	RC/Helitron
AT1TE39390	true	12142354	12142692	ATENSPM5	DNA/En-Spm
AT1TE56710	true	17129033	17129094	BRODYAGA2	DNA/MuDR
AT1TE53785	false	16340676	16340750	ATREP10D	RC/Helitron
AT1TE65240	true	19736535	19736645	ATREP5	RC/Helitron
AT1TE51520	true	15643369	15643836	ATGP5	LTR/Gypsy
AT1TE53085	false	16116887	16117223	BRODYAGA1	DNA/MuDR
AT1TE75290	false	22844698	22845235	TNAT2A	DNA
AT1TE45395	false	13842619	13847118	ATENSPM7	DNA/En-Spm
AT1TE87980	false	26881782	26882453	ATREP3	RC/Helitron
AT1TE73565	true	22282472	22282555	HELITRONY1B	RC/Helitron
AT1TE71680	true	21725050	21725710	ATREP7	RC/Helitron
AT1TE70105	false	21211545	21211881	ATMU7	DNA/MuDR
AT1TE25250	false	7845126	7845438	HELITRONY1B	RC/Helitron
AT1TE49460	false	15106342	15107028	ATREP18	DNA
AT1TE51795	false	15729927	15730225	ATMU10	DNA/MuDR
AT1TE39790	true	12249076	12249414	ATDNA12T3_2	DNA
AT1TE11570	true	3552619	3552896	HELITRONY3	RC/Helitron
AT1TE57750	false	17428422	17428744	ATCOPIA57	LTR/Copia
AT1TE63765	true	19240971	19241132	ATHPOGON3	DNA/Pogo
AT1TE86125	false	26295857	26296545	ATREP4	RC/Helitron
AT1TE80430	false	24488882	24488974	ATREP1	RC/Helitron
AT1TE73545	true	22275159	22275461	ATREP1	RC/Helitron
AT1TE50855	false	15412109	15412720	ATREP18	DNA
AT1TE55940	true	16892896	16892922	HELITRONY1E	RC/Helitron
AT1TE69490	false	21042243	21042268	SIMPLEGUY1	DNA/Harbinger
AT1TE36035	false	11148308	11152649	ATCOPIA51	LTR/Copia
AT1TE58290	true	17563199	17563852	ATREP10C	RC/Helitron
AT1TE22865	true	7071563	7071716	ATLANTYS2	LTR/Gypsy
AT1TE45675	true	13913518	13913787	ATHILA6A	LTR/Gypsy
AT1TE39565	true	12188015	12188704	ATREP1	RC/Helitron
AT1TE57305	false	17291616	17292286	ATREP4	RC/Helitron
