Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR492333,2012-05-31 14:52:53,2012-05-31 14:52:53,80610492,16283319384,80610492,202,10928,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492333/SRR492333.sra,SRX144961,Nok-3_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072532,SAMN00012754,simple,3702,Arabidopsis thaliana,Nok-3,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,F7D4058C69278602084291D2BFA84313,E6F538055DF80435F67D106AEA7B2A93
SRR492327,2012-05-31 14:52:53,2012-05-31 14:52:53,47092606,9512706412,47092606,202,5837,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492327/SRR492327.sra,SRX144955,Na-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072528,SAMN00012750,simple,3702,Arabidopsis thaliana,Na-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,3C99D01D5471A9624346D3D484D5DD2C,1B92BFCF15CE72D4AB014C2AF8A1676A
SRR492324,2012-05-31 14:52:53,2012-05-31 14:52:53,63964110,12920750220,63964110,202,8678,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492324/SRR492324.sra,SRX144952,Ms-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311345,SAMN00990171,simple,3702,Arabidopsis thaliana,Ms-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,4B99B8E65897420E4E9B7EC92D7A8A92,CE0B1F6E1221ABFECCB24339EA4471BB
SRR492323,2012-05-31 14:52:53,2012-05-31 14:52:53,25205704,5091552208,25205704,202,3042,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492323/SRR492323.sra,SRX144951,Mnz-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072503,SAMN00012725,simple,3702,Arabidopsis thaliana,Mnz-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,19996F8964CA9F5B5B331FDC316067AB,BF8748F108C9B89EDD2A3E74C7B940AC
SRR492322,2012-05-31 14:52:53,2012-05-31 14:52:53,35055879,7081287558,35055879,202,4492,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492322/SRR492322.sra,SRX144950,Mir-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072502,SAMN00012724,simple,3702,Arabidopsis thaliana,Mir-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,687D5E89701585390D533767A953E840,5CB04C2AA0F247EBF46D5EAB6C7CD65D
SRR492321,2012-05-31 14:52:53,2012-05-31 14:52:53,36064164,7284961128,36064164,202,4364,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492321/SRR492321.sra,SRX144949,Mh-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072501,SAMN00012723,simple,3702,Arabidopsis thaliana,Mh-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,289FA276D3C4E9314FAA3679F2B3EF3F,24D96DAC2D9CFC66E7EFAE5E3C3CA9D5
SRR492326,2012-05-31 14:52:53,2012-05-31 14:52:53,40198314,8120059428,40198314,202,4991,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492326/SRR492326.sra,SRX144954,Mz-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072527,SAMN00012749,simple,3702,Arabidopsis thaliana,Mz-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,82036039689C753BE54F0A06E4D65024,15A41C946C4C8A1BA1953F05C99961D7
SRR492319,2012-05-31 14:52:53,2012-05-31 14:52:53,86779767,17529512934,86779767,202,11252,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492319/SRR492319.sra,SRX144946,Lp2-6_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311344,SAMN00990170,simple,3702,Arabidopsis thaliana,Lp2-6,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,9E8B494414854330A403E0DE52883E46,22A902734AB44B7381244EBB9F7E0391
SRR492318,2012-05-31 14:52:53,2012-05-31 14:52:53,47994280,9694844560,47994280,202,6198,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492318/SRR492318.sra,SRX144945,Lp2-2_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072497,SAMN00012719,simple,3702,Arabidopsis thaliana,Lp2-2,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,28280DFE5D4AED3A2C257B6FF46F9B70,574DE13E7B9E0EA72E0D81B8D8FB570D
SRR492317,2012-05-31 14:52:53,2012-05-31 14:52:53,45141450,9118572900,45141450,202,5825,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492317/SRR492317.sra,SRX144944,Lm-2_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072496,SAMN00012718,simple,3702,Arabidopsis thaliana,Lm-2,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,FAA68449CEEC54A90256CD5967C5BF40,A4EEB3F21595BE88FD8DC5542FA8E723
SRR492328,2012-05-31 14:52:53,2012-05-31 14:52:53,35444089,7159705978,35444089,202,4402,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492328/SRR492328.sra,SRX144956,Nc-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072529,SAMN00012751,simple,3702,Arabidopsis thaliana,Nc-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,F7676708D0856D327A88A4176CAFA080,C5B96FFAA43CB2DD9680D8760163F346
SRR492320,2012-05-31 14:52:53,2012-05-31 14:52:53,53324088,10771465776,53324088,202,6841,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492320/SRR492320.sra,SRX144948,Mc-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072499,SAMN00012721,simple,3702,Arabidopsis thaliana,Mc-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,D3415D8A39EEBA71661E13EA5A929C34,260DC2F659BA1B18702C633772169A78
SRR492316,2012-05-31 14:52:53,2012-05-31 14:52:53,205401738,41491151076,205401738,202,26661,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492316/SRR492316.sra,SRX144943,LL-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072495,SAMN00012717,simple,3702,Arabidopsis thaliana,LL-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,3A202252B0640561DBD961B8C5496BBE,A1941C27D0D2CFCE116C6B4217AC6316
SRR492371,2012-05-31 14:52:53,2012-05-31 14:52:53,31247242,6311942884,31247242,202,3895,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492371/SRR492371.sra,SRX145001,Sei-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311360,SAMN00990186,simple,3702,Arabidopsis thaliana,Sei-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,0976CE71E6BECA92B27930BD12624AA2,1FE5A1952DEA1AFC5B8586350C0DF400
SRR492325,2012-05-31 14:52:53,2012-05-31 14:52:53,44127601,8913775402,44127601,202,5656,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492325/SRR492325.sra,SRX144953,Mv-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS072526,SAMN00012748,simple,3702,Arabidopsis thaliana,Mv-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,DE5DF78093E03BA8FE9FFE5EF4FC0EAE,D7DCF1A1AD3AE49FB2F0ECCD014A1545
SRR492373,2012-05-31 14:52:53,2012-05-31 14:52:53,22268859,4498309518,22268859,202,2779,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492373/SRR492373.sra,SRX145003,Sg-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311362,SAMN00990188,simple,3702,Arabidopsis thaliana,Sg-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,E7002AA5EFE4D096994ABF41B5FD7659,B857F67148F959644E2045B6D6046897
SRR492315,2012-05-31 14:52:53,2012-05-31 14:52:53,38204119,7717232038,38204119,202,4603,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492315/SRR492315.sra,SRX144942,Litva_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311343,SAMN00990169,simple,3702,Arabidopsis thaliana,Litva,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,0B9E1E604179B058CC6843E746D245AA,91615BB57D680BCF285C689BE198F582
SRR492375,2012-05-31 14:52:53,2012-05-31 14:52:53,35122753,7094796106,35122753,202,4332,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492375/SRR492375.sra,SRX145005,Sorbo_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311364,SAMN00990190,simple,3702,Arabidopsis thaliana,Sorbo,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,D596D705017E16CD7DAC770194396B3B,6F2C1A506B015F2EF6920A7B2DAE123B
SRR492376,2012-05-31 14:52:53,2012-05-31 14:52:53,33928249,6853506298,33928249,202,4217,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492376/SRR492376.sra,SRX145006,Sp-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311365,SAMN00990191,simple,3702,Arabidopsis thaliana,Sp-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,C46B87135F87C5EEDDDB794672C71E36,683D726E2A0A7EFAD5C45B2C8140EF75
SRR492377,2012-05-31 14:52:53,2012-05-31 14:52:53,28112946,5678815092,28112946,202,3741,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492377/SRR492377.sra,SRX145007,Sq-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311366,SAMN00990192,simple,3702,Arabidopsis thaliana,Sq-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,01DDB2A421AFB261102536666CC6E952,1756A1F8AA8D7C56C69E8047BF3DFB35
SRR492378,2012-05-31 14:52:53,2012-05-31 14:52:53,66249654,13382430108,66249654,202,8286,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492378/SRR492378.sra,SRX145008,Sq-8_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311367,SAMN00990193,simple,3702,Arabidopsis thaliana,Sq-8,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,3C8416A948FE9EC6A753D475BA0C0599,73FF526B463E9DE6C9056414AC735FBA
SRR492379,2012-05-31 14:52:53,2012-05-31 14:52:53,52324077,10569463554,52324077,202,6758,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492379/SRR492379.sra,SRX145009,Stw-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311368,SAMN00990194,simple,3702,Arabidopsis thaliana,Stw-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,BAFF073AFA95D7EFF15FEC9B52932FC3,45AE006C34FDD10F1E3BFD2EA25C015C
SRR492380,2012-05-31 14:52:53,2012-05-31 14:52:53,16676903,3368734406,16676903,202,2184,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492380/SRR492380.sra,SRX145010,Su-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311369,SAMN00990195,simple,3702,Arabidopsis thaliana,Su-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,ABAF436195153DB7BF44A96108CC1C7A,5EBDC0A662DE26E2D3F2E7858BF6B413
SRR492381,2012-05-31 14:52:53,2012-05-31 14:52:53,32899859,6645771518,32899859,202,4104,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492381/SRR492381.sra,SRX145011,Sus-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311370,SAMN00990196,simple,3702,Arabidopsis thaliana,Sus-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,4829E1A7424E2A308D0082854A675D5C,CF249F3023FE132F5BCF0A5541E95456
SRR492382,2012-05-31 14:52:53,2012-05-31 14:52:53,35604745,7192158490,35604745,202,4429,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492382/SRR492382.sra,SRX145012,Ta-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311371,SAMN00990197,simple,3702,Arabidopsis thaliana,Ta-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,7181255ACB76A2865CA57419FB711C37,66E2297D2DDC6770336DD5AE0F277E94
SRR492383,2012-05-31 14:52:53,2012-05-31 14:52:53,15170284,3064397368,15170284,202,1986,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492383/SRR492383.sra,SRX145013,Tamm-2_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311372,SAMN00990198,simple,3702,Arabidopsis thaliana,Tamm-2,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,14AF52F367308CDAF133A93CB0C939EF,761FA62F7AEABFD05D15AC1480993E4C
SRR492219,2012-05-31 14:52:53,2012-05-31 14:52:53,72898778,14725553156,72898778,202,9855,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492219/SRR492219.sra,SRX019911,Bla-1,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS066139,SAMN00013367,simple,3702,Arabidopsis thaliana,Bla-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,F3B60B76A5B9A6D43AA8E4B4725CAE64,D243634D1D6DEE65C24DB6BBE1932131
SRR492372,2012-05-31 14:52:53,2012-05-31 14:52:53,39383932,7955554264,39383932,202,5242,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492372/SRR492372.sra,SRX145002,Sf-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311361,SAMN00990187,simple,3702,Arabidopsis thaliana,Sf-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,DE96369DA918114A4E94B00BA68BB880,539DEB1E42DC08565F69885DB400BA94
SRR492374,2012-05-31 14:52:53,2012-05-31 14:52:53,33986086,6865189372,33986086,202,4190,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492374/SRR492374.sra,SRX145004,Si-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311363,SAMN00990189,simple,3702,Arabidopsis thaliana,Si-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,7E6FBD5839A48816A1EE78989E1979B6,BEACE429B133EC965E725A33695DEA15
SRR492384,2012-05-31 14:52:53,2012-05-31 14:52:53,47967769,9689489338,47967769,202,6362,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492384/SRR492384.sra,SRX145014,Tamm-27_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311373,SAMN00990199,simple,3702,Arabidopsis thaliana,Tamm-27,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,0BB6CE45DF7590567E1952CBF6939BBA,CC31496BB85CDAC9645E2AC6C08C366B
SRR492385,2012-05-31 14:52:53,2012-05-31 14:52:53,37580659,7591293118,37580659,202,4654,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492385/SRR492385.sra,SRX145015,Tha-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311374,SAMN00990200,simple,3702,Arabidopsis thaliana,Tha-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,FDB99E711EF799C0D882778D92A279C6,94E9A8936A89C614B48C31545425FD8E
SRR492386,2012-05-31 14:52:53,2012-05-31 14:52:53,39012235,7880471470,39012235,202,4810,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492386/SRR492386.sra,SRX145016,Ting-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311375,SAMN00990201,simple,3702,Arabidopsis thaliana,Ting-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,63BFF6DDEA1795572DC8CDC48EE8B902,CD91EA18D283205D535BD0991B46ECD7
SRR492387,2012-05-31 14:52:53,2012-05-31 14:52:53,39320438,7942728476,39320438,202,4898,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492387/SRR492387.sra,SRX145017,Tol-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311376,SAMN00990202,simple,3702,Arabidopsis thaliana,Tol-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,808C82736C883F431347D370498C219D,A233BEDB2460333F948066F6F2C7A088
SRR492388,2012-05-31 14:52:53,2012-05-31 14:52:53,30012578,6062540756,30012578,202,3735,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492388/SRR492388.sra,SRX145018,Ts-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311377,SAMN00990203,simple,3702,Arabidopsis thaliana,Ts-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,5F6A566631C96F9BBEFF0230F77C9D32,ADA398714E3A879AC4D51B0FE0C9C104
SRR492389,2012-05-31 14:52:53,2012-05-31 14:52:53,64892113,13108206826,64892113,202,8674,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492389/SRR492389.sra,SRX145019,Ts-5_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311378,SAMN00990204,simple,3702,Arabidopsis thaliana,Ts-5,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,DCDFB8459CA7BD4B45F7837750C191B1,58D3D9641F5C2E8966CC9774E8AED787
SRR492390,2012-05-31 14:52:53,2012-05-31 14:52:53,65888639,13309505078,65888639,202,8883,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492390/SRR492390.sra,SRX145020,Tscha-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311379,SAMN00990205,simple,3702,Arabidopsis thaliana,Tscha-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,388E19F64200F74A396A2C19239A75AC,7EFE16B18BB0A794AC6364D5C94F6F3D
SRR492391,2012-05-31 14:52:53,2012-05-31 14:52:53,57251143,11564730886,57251143,202,7675,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492391/SRR492391.sra,SRX145021,Tu-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311380,SAMN00990206,simple,3702,Arabidopsis thaliana,Tu-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,72C2F09FB99EC1FBB357EF3B910451CC,DF673A91E642C6DCCDBE34DF788D9047
SRR492392,2012-05-31 14:52:53,2012-05-31 14:52:53,39450910,7969083820,39450910,202,4875,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492392/SRR492392.sra,SRX145022,Tul-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311381,SAMN00990207,simple,3702,Arabidopsis thaliana,Tul-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,E1B31C0A03CEEB09774ABECEB382F0CA,CC1DFD7F38AEAD9EAFEBFDBABCC81BC2
SRR492393,2012-05-31 14:52:53,2012-05-31 14:52:53,54157103,10939734806,54157103,202,7333,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492393/SRR492393.sra,SRX145023,Ty-0_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311382,SAMN00990208,simple,3702,Arabidopsis thaliana,Ty-0,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,CB9F2A17AEDECD45311F715AEFBB14F9,BB8B47654ECA42251FD5F6A7B610C8F9
SRR492394,2012-05-31 14:52:53,2012-05-31 14:52:53,35307694,7132154188,35307694,202,4397,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492394/SRR492394.sra,SRX145024,Uk-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311383,SAMN00990209,simple,3702,Arabidopsis thaliana,Uk-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,45698ED63370BAEE9046682964ED184C,EDB9803E1716E55E31A4CC90B54074F6
SRR492395,2012-05-31 14:52:53,2012-05-31 14:52:53,45596402,9210473204,45596402,202,5886,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR492/SRR492395/SRR492395.sra,SRX145025,Uod-1_gDNA,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP000248,PRJNA30811,21646520,30811,SRS311384,SAMN00990210,simple,3702,Arabidopsis thaliana,Uod-1,,,,,,,no,,,,,The Salk Institute for Biological Studies,SRA012474,,public,8BF1AE07ACDD54C7A37D3C33BA744F68,01654CD6281B5950E614E54C62B90C84
